transaction_id,user_id,timestamp,amount,merchant,category,is_fraud
TXN_EF85A255,USR_E62A74E240E8,2024-06-18 12:53:54,302.47,Shell,fuel,0
TXN_8F0B0168,USR_B4D738AEA2BF,2024-06-18 13:21:44,570.11,Lazada,ecommerce,0
TXN_01D63405,USR_F669F0A4094D,2024-06-21 11:39:07,259.79,Shell,fuel,0
TXN_B937D4D0,USR_C1CA21392008,2024-06-29 13:48:37,301.76,KFC,food,0
TXN_68E61B8D,USR_5775E783E1D5,2024-06-09 11:39:33,191.52,H&M,retail,0
TXN_A2A329F1,USR_B15D9C0684BF,2024-06-20 21:37:14,369.39,Bench,retail,0
TXN_500EE69D,USR_626E0A4F6BEF,2024-06-14 10:29:11,434.5,LBC Remittance,remittance,0
TXN_DF25A1D3,USR_106C273524F9,2024-06-11 10:42:53,538.32,PLDT,bills,0
TXN_B78A529D,USR_F77E5ED98028,2024-06-13 14:55:06,90.68,Watsons,pharmacy,0
TXN_7F122027,USR_6D2FBC0E3B56,2024-06-17 17:01:09,2547.07,Caltex,fuel,0
TXN_D9393B95,USR_FAF55E3C0464,2024-06-04 11:43:46,558.45,H&M,retail,0
TXN_9512C858,USR_29E1253A9E1A,2024-06-29 21:03:09,202.36,JoyRide,transport,0
TXN_A11BCAE7,USR_BD719F0CD21F,2024-06-06 10:23:31,488.51,Robinsons Supermarket,grocery,0
TXN_53CF678F,USR_51BEF28D340E,2024-06-14 11:44:13,421.44,YouTube Premium,entertainment,0
TXN_EF1A7E84,USR_1D7C4AE0054C,2024-06-30 14:13:50,300.12,YouTube Premium,entertainment,0
TXN_1E3C16AB,USR_C3DC7BF621E4,2024-06-23 06:25:48,513.31,Palawan Pawnshop,remittance,0
TXN_EE84DDAB,USR_9346EE214E92,2024-06-08 17:16:49,359.05,Lazada,ecommerce,0
TXN_E8E124D4,USR_A73880AE950D,2024-06-22 16:54:04,1015.36,Robinsons Supermarket,grocery,0
TXN_4F633A90,USR_B3A892C766D5,2024-06-28 14:50:47,696.98,Caltex,fuel,0
TXN_3EB172E6,USR_7A042CF529A6,2024-06-16 14:10:10,138.79,Mercury Drug,pharmacy,0
TXN_B8096658,USR_162CAE1568B0,2024-06-10 06:41:31,1068.81,Shell,fuel,0
TXN_8EAF4C05,USR_B3CBA1B96B02,2024-06-28 17:45:02,10.0,Shell,fuel,0
TXN_FD39728B,USR_9AEF632C81B4,2024-06-04 18:17:18,509.65,SM Supermarket,grocery,0
TXN_6D4D19E6,USR_04FB43E5340A,2024-06-25 21:59:56,1405.96,Bench,retail,0
TXN_0E04EDE9,USR_C75EC7E71183,2024-06-26 10:42:11,890.68,JoyRide,transport,0
TXN_63BDE33D,USR_B3F49A3AA300,2024-06-08 16:21:09,753.26,Netflix PH,entertainment,0
TXN_CD71D994,USR_968F4136B504,2024-06-02 12:03:37,2009.57,Palawan Pawnshop,remittance,0
TXN_DE39FC3E,USR_EFB30E0214F0,2024-06-25 15:10:43,1035.7,Jollibee,food,0
TXN_E9ED188C,USR_A82CDD44F4D1,2024-06-10 22:52:20,314.4,Palawan Pawnshop,remittance,0
TXN_59490751,USR_A2A1059A4663,2024-06-15 10:20:21,172.02,LBC Remittance,remittance,0
TXN_EDFF0A14,USR_BAD187536A7E,2024-06-25 06:48:18,116.47,Palawan Pawnshop,remittance,0
TXN_505463A3,USR_A9F1276229DA,2024-06-17 09:29:28,995.02,Chowking,food,0
TXN_370C0748,USR_2F3E8906E8D8,2024-06-21 17:02:25,817.58,Watsons,pharmacy,0
TXN_585A1341,USR_FEDDB90E45BB,2024-06-15 19:10:45,413.26,Jollibee,food,0
TXN_48DC2695,USR_3A286287A4AC,2024-06-04 12:02:10,227.48,Robinsons Supermarket,grocery,0
TXN_A0AF1CE9,USR_2CAACA81C08D,2024-06-16 16:19:39,978.87,Meralco,bills,0
TXN_FF6AF791,USR_C4CE313BA993,2024-06-26 07:13:11,636.28,Uniqlo,retail,0
TXN_93B5F8B3,USR_0D9AB1D2FFFE,2024-06-29 12:20:17,276.14,Uniqlo,retail,0
TXN_976679DE,USR_2065DBCAFAF2,2024-06-04 09:09:36,128.18,Caltex,fuel,0
TXN_DDCACD52,USR_9771AE469732,2024-06-13 08:27:13,243.62,Grab,transport,0
TXN_1FBAF551,USR_F3450CEE1AD5,2024-06-14 15:13:36,63.63,McDonald's,food,0
TXN_FE2B9F2E,USR_C0426F0EC0BD,2024-06-30 16:36:33,2093.15,McDonald's,food,0
TXN_B972ADC0,USR_3C0347AD73DF,2024-06-29 10:40:33,524.83,Shopee,ecommerce,0
TXN_401BC650,USR_D27EAD4B67BF,2024-06-13 11:08:33,568.09,Bench,retail,0
TXN_BAED3C42,USR_3F781A7F28CF,2024-06-21 14:30:51,462.32,Spotify PH,entertainment,0
TXN_F1E01325,USR_965D1225D540,2024-06-08 12:32:14,147.95,Spotify PH,entertainment,0
TXN_1BF4A2C4,USR_7E2E881879BF,2024-06-09 14:18:43,354.28,Globe,bills,0
TXN_4A159B45,USR_8A9957C96C44,2024-06-22 17:00:39,197.71,Shell,fuel,0
TXN_67EC7388,USR_9AF0CFB9080D,2024-06-03 15:00:28,274.7,Seaoil,fuel,0
TXN_099207B9,USR_2A86BE1366D9,2024-06-15 13:11:04,380.38,Palawan Pawnshop,remittance,0
TXN_39516EE7,USR_2065DBCAFAF2,2024-06-14 18:57:34,229.36,Seaoil,fuel,0
TXN_2045A2D0,USR_D017D800DE22,2024-06-17 18:47:20,190.44,Chowking,food,0
TXN_C9E55275,USR_D40919158235,2024-06-12 18:19:31,2056.8,YouTube Premium,entertainment,0
TXN_42AAE95D,USR_290BE34DC8CD,2024-06-24 19:38:42,118.54,Watsons,pharmacy,0
TXN_B9101DA2,USR_98745DEE22F3,2024-06-12 06:08:45,150.5,Western Union,remittance,0
TXN_47405EF4,USR_0B92B8D2BF1D,2024-06-27 16:07:09,10.42,Petron,fuel,0
TXN_C1074B5A,USR_04D310B793B1,2024-06-12 13:38:45,909.33,Western Union,remittance,0
TXN_1BD98E60,USR_86EE58B0E622,2024-06-06 11:30:02,937.93,Watsons,pharmacy,0
TXN_3C1F3E58,USR_DE08F4EDAD5B,2024-06-12 15:58:15,724.56,KFC,food,0
TXN_D359585B,USR_9889FE1651C0,2024-06-15 19:14:54,772.89,Netflix PH,entertainment,0
TXN_1D0E59BD,USR_359D83DE1214,2024-06-25 08:16:54,163.64,Angkas,transport,0
TXN_695ADB12,USR_A58B9545A099,2024-06-03 21:49:03,140.17,Jollibee,food,0
TXN_0DA3F822,USR_A630BEA67887,2024-06-15 16:03:18,336.82,YouTube Premium,entertainment,0
TXN_35DBFE52,USR_F14B0BDA15DB,2024-06-24 06:54:08,376.51,Maynilad,bills,0
TXN_5F24E0AB,USR_136CF55C2647,2024-06-30 09:25:04,426.55,Shopee,ecommerce,0
TXN_C106E1EE,USR_3F30BECFD212,2024-06-16 18:42:15,135.73,Mercury Drug,pharmacy,0
TXN_2A431153,USR_4BE438C233F6,2024-06-26 09:54:20,1515.38,Maynilad,bills,0
TXN_3479D5DF,USR_D87DEC2BD12A,2024-06-24 11:01:26,871.75,McDonald's,food,0
TXN_AA514A80,USR_E45E0C8B67DF,2024-06-27 08:45:49,231.68,KFC,food,0
TXN_2263103F,USR_C37CDFE5C441,2024-06-16 09:42:10,862.48,LBC Remittance,remittance,0
TXN_95BB733F,USR_9CC41C87E36B,2024-06-25 10:01:42,327.41,Netflix PH,entertainment,0
TXN_2F56AFBD,USR_E86BDBE77695,2024-06-11 16:26:48,1579.58,Watsons,pharmacy,0
TXN_CAE87E22,USR_E0002E404F66,2024-06-18 08:12:34,674.44,Mercury Drug,pharmacy,0
TXN_E66A9F36,USR_6D2FBC0E3B56,2024-06-11 10:29:24,2405.9,Mercury Drug,pharmacy,0
TXN_E2A27404,USR_963D4D48B172,2024-06-04 15:11:41,10.0,McDonald's,food,0
TXN_466D8F41,USR_185E3D244CA3,2024-06-15 14:44:50,894.74,Palawan Pawnshop,remittance,0
TXN_B9629F2C,USR_0C3226D10636,2024-06-25 10:06:05,231.67,Palawan Pawnshop,remittance,0
TXN_D760D0CF,USR_8D7A1EC02A88,2024-06-20 13:03:42,10.0,Grab,transport,0
TXN_419B1195,USR_3BBB56D94E62,2024-06-12 18:11:05,651.3,Uniqlo,retail,0
TXN_A1E63AC7,USR_0A9222994216,2024-06-15 14:38:48,804.55,Angkas,transport,0
TXN_99508A37,USR_A22606FA6A7D,2024-06-14 12:32:57,104.94,Uniqlo,retail,0
TXN_454234A9,USR_6D883E89E599,2024-06-11 15:17:48,308.48,Grab,transport,0
TXN_2D92D0EA,USR_6D50196B5306,2024-06-21 13:32:04,116.97,Palawan Pawnshop,remittance,0
TXN_7DFED71A,USR_F669F0A4094D,2024-06-09 02:52:06,278.54,Zalora PH,ecommerce,0
TXN_87B7A0C1,USR_48A4345430C9,2024-06-09 17:37:54,813.24,Seaoil,fuel,0
TXN_A2930A71,USR_DA34C0353658,2024-06-28 14:44:15,670.92,Robinsons Supermarket,grocery,0
TXN_B6035477,USR_55CBA2CF7735,2024-06-03 14:44:08,1395.27,H&M,retail,0
TXN_B486B9FD,USR_9A703A86F980,2024-06-04 15:45:01,619.42,YouTube Premium,entertainment,0
TXN_2C2C26D7,USR_BA7F9A19CA1E,2024-06-28 20:16:02,149.24,Shell,fuel,0
TXN_537D6166,USR_50603FEE0B30,2024-06-26 10:28:15,872.96,Maynilad,bills,0
TXN_CAD0E0BC,USR_F5D342A2EDA0,2024-06-21 01:08:43,625.83,Spotify PH,entertainment,0
TXN_4962D0FA,USR_4ED643A84FC7,2024-06-03 07:12:40,897.28,Watsons,pharmacy,0
TXN_947F35E8,USR_D71BD516E3F0,2024-06-30 15:48:56,107.48,Uniqlo,retail,0
TXN_DD5D2AFD,USR_DCBF924C3E6D,2024-06-08 10:45:31,581.01,KFC,food,0
TXN_229B7C7C,USR_A3075082CEA4,2024-06-24 09:06:13,571.54,Western Union,remittance,0
TXN_0FFAD944,USR_5EF2E134E855,2024-06-12 19:32:17,564.37,PLDT,bills,0
TXN_67DE0F31,USR_D83CE7F38B56,2024-06-14 13:10:01,776.85,Zalora PH,ecommerce,0
TXN_6C06FFA9,USR_41451C0C25F1,2024-06-18 15:06:12,20.65,H&M,retail,0
TXN_B1FB6993,USR_3C249659654C,2024-06-23 16:54:04,226.65,Netflix PH,entertainment,0
TXN_1620F6FF,USR_35491B736320,2024-06-15 13:19:28,945.52,H&M,retail,0
TXN_1D934BFE,USR_BEC61239EA4B,2024-06-26 19:10:12,663.88,Robinsons Supermarket,grocery,0
TXN_25BB22FB,USR_84B8C13C4180,2024-06-15 15:45:13,1022.71,Robinsons Supermarket,grocery,0
TXN_07C66F2B,USR_D62F8FEBB683,2024-06-05 13:10:55,178.35,H&M,retail,0
TXN_5D02B5E9,USR_E9478A804CB3,2024-06-20 11:02:53,539.1,Palawan Pawnshop,remittance,0
TXN_A2BC2ABE,USR_A4905C23AEFE,2024-06-22 13:48:08,302.29,JoyRide,transport,0
TXN_DD412B55,USR_7BAAE62DDC1E,2024-06-26 16:11:28,254.15,Watsons,pharmacy,0
TXN_4893C25B,USR_4FA2B70BA01F,2024-06-28 19:24:43,471.92,PLDT,bills,0
TXN_7ABB9F87,USR_10E3002B8E2F,2024-06-05 11:58:04,1845.93,Mercury Drug,pharmacy,0
TXN_54BE5DA0,USR_BDA6C3C4BCAF,2024-06-29 12:25:57,454.3,JoyRide,transport,0
TXN_6E1C8433,USR_4BE9BC21328D,2024-06-26 11:43:25,873.04,LBC Remittance,remittance,0
TXN_726F4909,USR_5DA7FC0FDA8B,2024-06-07 11:46:00,855.39,Caltex,fuel,0
TXN_7E89A186,USR_42C3EE0C7421,2024-06-10 20:21:31,368.14,Watsons,pharmacy,0
TXN_436FAEA7,USR_7C5C4DC2E277,2024-06-25 22:41:53,3972.39,Western Union,remittance,1
TXN_338BC1BE,USR_2D09B3651337,2024-06-24 15:32:44,259.28,H&M,retail,0
TXN_845EDB11,USR_48873B776CF0,2024-06-04 16:34:29,177.47,Globe,bills,0
TXN_4777DEA4,USR_EBC7CDB33706,2024-06-16 16:41:48,677.71,H&M,retail,0
TXN_DAFED2E4,USR_F637FE109BD1,2024-06-06 15:14:49,110.33,Netflix PH,entertainment,0
TXN_F6E23242,USR_639641D22043,2024-06-14 07:39:56,349.47,McDonald's,food,0
TXN_4937694C,USR_7A765E3DC759,2024-06-14 14:57:34,524.36,LBC Remittance,remittance,0
TXN_1CA653BC,USR_A40C6A5688AD,2024-06-28 09:26:34,114.87,Meralco,bills,0
TXN_20B23E4A,USR_2BA6B00709A3,2024-06-09 14:36:33,131.47,Puregold,grocery,0
TXN_37EA2BD9,USR_CFD4A15E5752,2024-06-08 13:33:36,977.2,PLDT,bills,0
TXN_57B9B461,USR_1A1FF14DBBE3,2024-06-30 19:03:40,204.79,Globe,bills,0
TXN_E08BC035,USR_784A80063894,2024-06-26 21:16:35,1014.42,Chowking,food,0
TXN_339B1097,USR_4AA9DE0060FE,2024-06-20 14:12:18,36.85,YouTube Premium,entertainment,0
TXN_C069959B,USR_43E7CC055514,2024-06-10 07:48:16,248.59,SM Supermarket,grocery,0
TXN_8A73FA49,USR_76B25377D14C,2024-06-08 15:31:22,10.0,Maynilad,bills,0
TXN_019E6C19,USR_A17E9AB30091,2024-06-14 15:11:45,593.8,Shopee,ecommerce,0
TXN_E66FC147,USR_98745DEE22F3,2024-06-30 16:40:12,210.99,Shell,fuel,0
TXN_DAF7DC52,USR_E169791198D8,2024-06-10 00:09:00,878.54,H&M,retail,0
TXN_21180A6A,USR_A64A0D94310C,2024-06-23 17:54:06,593.32,Lazada,ecommerce,0
TXN_D1A5DE3E,USR_63CFA0167A46,2024-06-18 09:47:09,2283.61,Mercury Drug,pharmacy,0
TXN_A50E2907,USR_968A7C2D5A15,2024-06-26 08:41:25,117.34,Jollibee,food,0
TXN_A8E4AE76,USR_5260A81D4A7E,2024-06-21 19:17:43,431.84,Lazada,ecommerce,0
TXN_9B717D95,USR_72757B2A7B8F,2024-06-02 17:49:50,1296.47,Jollibee,food,0
TXN_8B8F113E,USR_0868CA4FA126,2024-06-03 11:23:12,155.97,Meralco,bills,0
TXN_73E54938,USR_4308CDEDD827,2024-06-29 23:16:29,3423.28,LBC Remittance,remittance,0
TXN_4B83BF49,USR_BDFFA4105BFB,2024-06-21 06:15:44,207.08,Maynilad,bills,0
TXN_92C19429,USR_96247B32E6B4,2024-06-29 12:23:42,764.55,LBC Remittance,remittance,0
TXN_AFFF0CD7,USR_9736CC46A986,2024-06-11 13:21:32,106.64,Puregold,grocery,0
TXN_77395075,USR_A681F264A883,2024-06-02 12:46:27,928.51,Maynilad,bills,0
TXN_1B34084E,USR_D6F208F0C916,2024-06-18 18:16:02,864.95,McDonald's,food,0
TXN_BFFCDA59,USR_7D7F982E6BDF,2024-06-05 21:20:07,1253.37,Mercury Drug,pharmacy,0
TXN_14BFB6C0,USR_8F8826EFD2AD,2024-06-09 17:35:45,678.91,Palawan Pawnshop,remittance,0
TXN_D99C2808,USR_DE09C0B3330D,2024-06-02 13:54:07,553.68,Mercury Drug,pharmacy,0
TXN_BFB2C1F3,USR_486A557C9CBC,2024-06-26 14:10:34,2084.57,JoyRide,transport,0
TXN_8ABC47CA,USR_BCAB6671283A,2024-06-23 16:04:42,600.5,Jollibee,food,0
TXN_AAABC67A,USR_8C077D289BD5,2024-06-28 15:06:39,155.04,PLDT,bills,0
TXN_40253918,USR_35F63A3B5257,2024-06-13 15:44:07,1671.74,Spotify PH,entertainment,0
TXN_6D99E356,USR_9919E30AFE64,2024-06-29 15:22:04,209.54,Netflix PH,entertainment,0
TXN_52B986C1,USR_A60D4BE98127,2024-06-19 10:37:50,752.5,Shell,fuel,0
TXN_684EC84A,USR_20145CE3F612,2024-06-07 17:12:16,117.91,Lazada,ecommerce,0
TXN_5F85F2FD,USR_C68EA21FA159,2024-06-14 11:42:09,450.14,Netflix PH,entertainment,0
TXN_C4753C7B,USR_71A1468D6138,2024-06-08 13:26:58,73.98,H&M,retail,0
TXN_628BE904,USR_2392DD95782A,2024-06-08 20:26:09,323.33,Shopee,ecommerce,0
TXN_4C6527B2,USR_55361FB0AE40,2024-06-25 12:18:58,237.44,Uniqlo,retail,0
TXN_943B45B8,USR_420BA8420C70,2024-06-27 10:35:50,426.8,Mercury Drug,pharmacy,0
TXN_83BC2AD8,USR_753BBDEC8BFF,2024-06-12 12:50:15,730.11,Robinsons Supermarket,grocery,0
TXN_1ED843C5,USR_DF2C2D2B2B2D,2024-06-03 20:26:17,269.68,Uniqlo,retail,0
TXN_6D70B7CD,USR_3E17DBDD6177,2024-06-30 12:13:00,510.89,Shell,fuel,0
TXN_92480822,USR_7A735C83180C,2024-06-21 17:53:43,307.32,Angkas,transport,0
TXN_15D5F87D,USR_A7DF10F8B065,2024-06-15 06:35:50,80.34,Shell,fuel,0
TXN_0F428E7E,USR_849E1727D725,2024-06-26 16:12:46,159.28,Meralco,bills,0
TXN_F462B4A6,USR_2E69D6B9E71C,2024-06-08 12:50:41,415.55,Globe,bills,0
TXN_9FB96EDD,USR_B91022273501,2024-06-03 13:15:50,361.08,Puregold,grocery,0
TXN_49E346E5,USR_083F43B155B5,2024-06-28 13:04:51,916.85,Petron,fuel,0
TXN_2DA74ED9,USR_EC820A50F755,2024-06-16 11:47:44,264.91,LBC Remittance,remittance,0
TXN_F99948F2,USR_51B83FBC6ADC,2024-06-29 21:19:55,444.34,Palawan Pawnshop,remittance,0
TXN_C065850F,USR_E0ECD91A6F76,2024-06-01 11:28:14,729.78,H&M,retail,0
TXN_33650DC6,USR_BDA6C3C4BCAF,2024-06-14 10:58:59,584.97,Palawan Pawnshop,remittance,0
TXN_8175A48D,USR_A39370B7C704,2024-06-12 11:37:37,429.69,JoyRide,transport,0
TXN_5308D738,USR_0A4D551D2195,2024-06-22 22:00:02,139.68,Grab,transport,0
TXN_9145CC32,USR_F6376AE3931E,2024-06-11 14:13:38,567.46,Meralco,bills,0
TXN_F67039BF,USR_E2EDC421C9DE,2024-06-25 18:34:06,1276.1,Petron,fuel,0
TXN_5C1A0865,USR_9193C7C5EF47,2024-06-25 10:07:25,1267.51,Globe,bills,0
TXN_3BADD3A4,USR_3964305D3F1A,2024-06-12 16:19:34,122.63,PLDT,bills,0
TXN_E41FD931,USR_60282E0C3CC7,2024-06-07 10:35:28,293.74,Shopee,ecommerce,0
TXN_CB976F75,USR_CE2E0044A9A9,2024-06-30 10:05:36,652.23,Maynilad,bills,0
TXN_9AC8C3FC,USR_6E67704253B6,2024-06-27 11:06:31,362.37,Jollibee,food,0
TXN_A6F5F1F4,USR_E8B762DBA909,2024-06-13 09:08:54,202.3,Jollibee,food,0
TXN_D8549AD0,USR_250B1A153FBB,2024-06-12 17:18:01,511.7,Lazada,ecommerce,0
TXN_8B4652A7,USR_2081F336942E,2024-06-05 08:37:48,921.68,Angkas,transport,0
TXN_BF5B04C9,USR_B87349C50BCF,2024-06-05 17:52:57,1250.74,Chowking,food,0
TXN_EBD33A27,USR_40179549B111,2024-06-16 17:14:23,331.12,Seaoil,fuel,0
TXN_80EE5D2E,USR_8CC54C76DF34,2024-06-03 12:05:04,435.15,Petron,fuel,0
TXN_5CA04594,USR_9289E66DE93F,2024-06-20 19:33:46,665.86,JoyRide,transport,0
TXN_1C9AE15E,USR_9736CC46A986,2024-06-28 18:03:52,116.08,Jollibee,food,0
TXN_B8ECEFA9,USR_97B25936B738,2024-06-18 17:28:10,369.74,Maynilad,bills,0
TXN_70291392,USR_419A0557C343,2024-06-21 11:22:57,410.58,Watsons,pharmacy,0
TXN_F5D19859,USR_2B6ED49C64A9,2024-06-26 15:02:14,520.83,Jollibee,food,0
TXN_51FDEDB4,USR_EEF0BCB0D236,2024-06-09 17:46:17,845.89,Shell,fuel,0
TXN_CEECEAA5,USR_07601DA9F6BE,2024-06-14 14:11:19,706.64,YouTube Premium,entertainment,0
TXN_F5EA1A97,USR_024651F7D778,2024-06-08 10:00:17,2669.83,Western Union,remittance,0
TXN_52D3B047,USR_509F3BF2728F,2024-06-19 12:25:54,1810.13,Puregold,grocery,0
TXN_0736CA55,USR_4A1C0CB74B90,2024-06-18 18:18:51,635.55,H&M,retail,0
TXN_50A8DE5D,USR_04125BFD28EB,2024-06-10 15:57:08,1998.11,Watsons,pharmacy,0
TXN_0107787F,USR_7F4DD1195CA0,2024-06-08 15:35:06,174.94,Mercury Drug,pharmacy,0
TXN_7C18E3C9,USR_1B27B67869A2,2024-06-27 20:49:04,43.86,Mercury Drug,pharmacy,0
TXN_0C0C5E4B,USR_DDD99126BC77,2024-06-14 17:39:21,918.9,Uniqlo,retail,0
TXN_35F946C6,USR_C89C13D83FE1,2024-06-25 15:27:36,168.73,Angkas,transport,0
TXN_97F11301,USR_8629D1D7F16E,2024-06-07 19:21:32,394.54,Grab,transport,0
TXN_1E448800,USR_C687B98854BF,2024-06-20 12:50:43,450.08,Robinsons Supermarket,grocery,0
TXN_30F27299,USR_D54B97CBE96C,2024-06-09 17:10:21,133.8,Shopee,ecommerce,0
TXN_9AB6912F,USR_245F20B90C1F,2024-06-05 07:12:27,1017.59,Meralco,bills,0
TXN_5E9C9CA9,USR_FF59F751AA9B,2024-06-02 15:45:36,197.23,SM Supermarket,grocery,0
TXN_3B1DDA62,USR_73F3D27EF47B,2024-06-24 16:47:18,1092.86,McDonald's,food,0
TXN_F6408F5B,USR_2B4150A40C73,2024-06-28 13:26:36,625.68,Zalora PH,ecommerce,0
TXN_2179B8AA,USR_A6F6DE43129A,2024-06-10 10:09:01,405.18,PLDT,bills,0
TXN_35E73FBE,USR_90B1A0827C7B,2024-06-26 12:54:25,604.5,Palawan Pawnshop,remittance,0
TXN_7D0E18A4,USR_DA0E5D84C825,2024-06-30 14:01:13,402.29,Jollibee,food,0
TXN_47F054A0,USR_B92C0F9144EC,2024-06-29 13:41:42,905.86,Globe,bills,0
TXN_78C0340E,USR_FD008A30C747,2024-06-20 20:17:16,1051.78,Puregold,grocery,0
TXN_50A3B9FF,USR_18495FEC1FB4,2024-06-03 16:11:48,227.52,LBC Remittance,remittance,0
TXN_E3B20FD8,USR_68ED4E32931B,2024-06-09 10:40:04,10.0,JoyRide,transport,0
TXN_DC782DCC,USR_FD2CACBADBCE,2024-06-15 21:49:23,15.27,Globe,bills,0
TXN_5B69DCAC,USR_E53150687A20,2024-06-08 04:27:14,596.65,Meralco,bills,0
TXN_9A703A41,USR_AD4D0B2E3EF0,2024-06-28 22:02:39,465.64,Maynilad,bills,0
TXN_70417AF9,USR_69FA37FF7F5F,2024-06-18 13:21:01,664.08,Lazada,ecommerce,0
TXN_FC31F0FD,USR_A15D395A3BF1,2024-06-25 17:43:23,164.83,SM Supermarket,grocery,0
TXN_B0BB7657,USR_D8664E38D957,2024-06-26 09:06:27,75.67,Bench,retail,0
TXN_8C0287FD,USR_F642B50FD355,2024-06-16 03:11:06,9783.68,Western Union,remittance,1
TXN_C85BAA47,USR_39EC63E39736,2024-06-30 14:48:55,446.94,LBC Remittance,remittance,0
TXN_AD06DA4D,USR_EC4803EF69D3,2024-06-14 13:14:27,305.3,McDonald's,food,0
TXN_BC757CE8,USR_D99101C6068B,2024-06-13 06:48:11,206.61,Chowking,food,0
TXN_BF2D43FA,USR_AAE39D9C267B,2024-06-25 23:57:29,2060.5,LBC Remittance,remittance,1
TXN_0100E4EC,USR_533213064854,2024-06-23 14:29:10,1186.76,Grab,transport,0
TXN_D4C42D5E,USR_DC5CC6640511,2024-06-01 19:41:35,1876.21,Lazada,ecommerce,0
TXN_8BA8FD04,USR_1069FA3D20AB,2024-06-27 22:09:08,738.78,Meralco,bills,0
TXN_A153479B,USR_41451C0C25F1,2024-06-10 11:49:25,172.57,Shell,fuel,0
TXN_3B4FC38B,USR_12D80F5061BC,2024-06-17 15:42:49,39.62,Angkas,transport,0
TXN_7C91FBDA,USR_8A9CD61E33C0,2024-06-11 10:20:24,243.96,Watsons,pharmacy,0
TXN_FDEE01AC,USR_F7662310EDCE,2024-06-11 20:59:14,1269.71,Netflix PH,entertainment,0
TXN_F8ED23B7,USR_C12DCF3D665D,2024-06-29 10:01:36,99.62,Meralco,bills,0
TXN_A781FF83,USR_BF9A23E7F561,2024-06-15 13:25:05,232.31,Shopee,ecommerce,0
TXN_D6749376,USR_8324A58A9685,2024-06-13 21:39:44,425.18,Chowking,food,0
TXN_136E2D5A,USR_4E52232DF9C6,2024-06-06 12:05:57,225.54,Spotify PH,entertainment,0
TXN_318AD6CE,USR_6D21FDD8A21B,2024-06-26 16:49:28,319.48,Caltex,fuel,0
TXN_CFFF15EE,USR_40E6ADA8C2EC,2024-06-16 10:22:49,970.8,H&M,retail,0
TXN_D0402C86,USR_BCE61428DCCE,2024-06-05 06:02:32,960.03,Robinsons Supermarket,grocery,0
TXN_34A644B3,USR_2210F29B7F66,2024-06-13 10:47:37,652.44,McDonald's,food,0
TXN_9327C213,USR_C9BFB5ADEBA7,2024-06-25 14:49:46,1439.72,JoyRide,transport,0
TXN_C2B43536,USR_AE355A96255D,2024-06-13 12:15:41,1538.37,Shopee,ecommerce,0
TXN_6A53BB9C,USR_9CBDC8335A16,2024-06-25 15:56:42,215.18,H&M,retail,0
TXN_9C61C7F8,USR_D9C403CB9055,2024-06-24 16:16:28,398.6,Western Union,remittance,0
TXN_DD270F62,USR_086C7F9B7D2E,2024-06-15 15:53:49,435.4,Caltex,fuel,0
TXN_AB242981,USR_46A2D859AB14,2024-06-26 19:44:12,187.13,Mercury Drug,pharmacy,0
TXN_5235DBAF,USR_EFE132063266,2024-06-06 14:48:37,138.07,Palawan Pawnshop,remittance,0
TXN_244F2DB6,USR_B5F5237E4959,2024-06-27 12:41:59,248.6,Lazada,ecommerce,0
TXN_E9E2F6F1,USR_578C6DCE6123,2024-06-30 14:50:20,415.19,Netflix PH,entertainment,0
TXN_8749B32E,USR_0945DCBD4F48,2024-06-23 09:50:07,10.0,Spotify PH,entertainment,0
TXN_F57B63DC,USR_CB0610D7A509,2024-06-02 17:34:42,318.37,Netflix PH,entertainment,0
TXN_FC8A2B7F,USR_17512222CABD,2024-06-06 08:07:39,48.9,Meralco,bills,0
TXN_DA6E1FFD,USR_40B31E95FE9B,2024-06-23 13:03:18,344.87,Uniqlo,retail,0
TXN_A3B48499,USR_3D23BD56CB6A,2024-06-24 09:34:17,194.8,KFC,food,0
TXN_DB54407E,USR_606D06439614,2024-06-25 09:23:44,96.79,Shopee,ecommerce,0
TXN_D4FE9E4F,USR_7FF675023AD3,2024-06-09 11:55:55,146.81,Globe,bills,0
TXN_DF7C54A9,USR_90BD7FB940FA,2024-06-12 08:19:46,372.4,Netflix PH,entertainment,0
TXN_D7F84583,USR_787416EB6A2D,2024-06-25 14:52:29,217.47,Angkas,transport,0
TXN_B61223B9,USR_89F9EA31CD3D,2024-06-12 12:25:50,754.88,Caltex,fuel,0
TXN_ABB08DA7,USR_86D6C97F9232,2024-06-02 15:25:42,407.98,Grab,transport,0
TXN_8100DFB5,USR_EFD3819ACD55,2024-06-17 20:35:52,461.43,KFC,food,0
TXN_B9EF97AE,USR_48111064402C,2024-06-09 14:37:12,1099.2,Palawan Pawnshop,remittance,0
TXN_5F04E945,USR_BD58AAFC1381,2024-06-09 19:18:58,1281.92,Puregold,grocery,0
TXN_35AE0D4F,USR_8FDD7953A2EF,2024-06-29 16:08:16,197.39,Angkas,transport,0
TXN_1DEDDD2D,USR_BA66A4145A73,2024-06-09 15:50:46,149.74,Robinsons Supermarket,grocery,0
TXN_96DE1A24,USR_91A18F16E025,2024-06-13 14:22:03,253.02,YouTube Premium,entertainment,0
